,NtotDose,PtotDose,KtotDose,pspe_knn,pspe_rf,pspe_nn,pspe_gp
0,0.0,0.04348870876571277,-0.7372605537895305,1.0789354806842104,1.0720886144280701,1.0825583067317035,1.0799820300661673
1,1.0,0.04348870876571277,-0.7372605537895305,1.0789354806842104,1.0720886144280701,1.082591601429548,1.0799947183259528
2,2.0,0.04348870876571277,-0.7372605537895305,1.0789354806842104,1.0720886144280701,1.0826245426852228,1.0800073353419575
3,3.0,0.04348870876571277,-0.7372605537895305,1.0789354806842104,1.0720886144280701,1.0826571269002607,1.0800198791471776
4,4.0,0.04348870876571277,-0.7372605537895305,1.0789354806842104,1.0720886144280701,1.0826893505018287,1.080032347779042
5,5.0,0.04348870876571277,-0.7372605537895305,1.0781374810526316,1.0720886144280701,1.0827212099452452,1.0800447392801082
6,6.0,0.04348870876571277,-0.7372605537895305,1.0781374810526316,1.0720886144280701,1.082752701716588,1.0800570516987618
7,7.0,0.04348870876571277,-0.7372605537895305,1.0781374810526316,1.0720886144280701,1.082783822335396,1.0800692830899166
8,8.0,0.04348870876571277,-0.7372605537895305,1.0781374810526316,1.0720886144280701,1.082814568357464,1.0800814315157157
9,9.0,0.04348870876571277,-0.7372605537895305,1.0781374810526316,1.0720886144280701,1.0828449363777326,1.080093495046234
10,10.0,0.04348870876571277,-0.7372605537895305,1.0781374810526316,1.0720886144280701,1.0828749230332693,1.0801054717601783
11,11.0,0.04348870876571277,-0.7372605537895305,1.0781374810526316,1.0720886144280701,1.0829045250063425,1.0801173597455889
12,12.0,0.04348870876571277,-0.7372605537895305,1.0781374810526316,1.0720886144280701,1.082933739027588,1.0801291571005374
13,13.0,0.04348870876571277,-0.7372605537895305,1.0781374810526316,1.0720886144280701,1.0829625618792647,1.0801408619338255
14,14.0,0.04348870876571277,-0.7372605537895305,1.0781374810526316,1.0720886144280701,1.0829909903986008,1.0801524723656777
