,ID,NoEssai,NoBloc,ID_bl,NoTraitement,test_type,obsv,pred
2595,353-1-1,353,1,353-1,1,N,0.165167,0.677732
2596,353-1-2,353,1,353-1,2,N,0.927452,0.910705
2597,353-1-3,353,1,353-1,3,N,0.803744,1.103283
2598,353-1-4,353,1,353-1,4,N,1.250687,1.167103
2599,353-1-5,353,1,353-1,5,N,0.513003,1.221498
2600,353-3-1,353,3,353-3,1,N,-0.156746,0.648715
2601,353-3-2,353,3,353-3,2,N,1.200173,0.95003
2602,353-3-3,353,3,353-3,3,N,1.207934,1.215581
2603,353-3-4,353,3,353-3,4,N,1.22347,1.350183
2604,353-3-5,353,3,353-3,5,N,0.552998,1.385869
2605,353-4-1,353,4,353-4,1,N,0.367034,0.495767
2606,353-4-2,353,4,353-4,2,N,0.524159,1.214812
2607,353-4-3,353,4,353-4,3,N,0.675765,1.375039
2608,353-4-4,353,4,353-4,4,N,1.395149,1.353226
2609,353-4-5,353,4,353-4,5,N,0.630833,1.292692
2610,354-2-1,354,2,354-2,1,K,-0.626551,-0.580028
2611,354-2-2,354,2,354-2,2,K,-0.90291,-0.85937
2612,354-2-3,354,2,354-2,3,K,-1.055766,-0.929212
2613,354-2-4,354,2,354-2,4,K,-0.992628,-1.002473
2614,354-2-5,354,2,354-2,5,K,0.275967,-1.002473
2615,354-2-6,354,2,354-2,6,K,-0.875795,-1.002473
2616,354-2-7,354,2,354-2,7,K,-0.280238,-1.002473
2617,354-2-8,354,2,354-2,8,K,-1.427292,-0.700841
2618,354-3-1,354,3,354-3,1,K,-0.262891,-0.597916
2619,354-3-2,354,3,354-3,2,K,-2.027661,-0.847115
2620,354-3-3,354,3,354-3,3,K,-0.762513,-0.803239
2621,354-3-4,354,3,354-3,4,K,-1.742391,-0.853066
2622,354-3-5,354,3,354-3,5,K,-0.894302,-0.853066
2623,354-3-6,354,3,354-3,6,K,-2.529254,-0.853066
2624,354-3-7,354,3,354-3,7,K,-1.127408,-0.853066
2625,354-3-8,354,3,354-3,8,K,-1.239726,-0.853066
2626,355-3-1,355,3,355-3,1,K,0.275967,-0.447697
2627,355-3-2,355,3,355-3,2,K,-0.992628,-0.561402
2628,355-3-3,355,3,355-3,3,K,-1.127408,-0.633503
2629,355-3-4,355,3,355-3,4,K,-2.027661,-0.715252
2630,355-3-5,355,3,355-3,5,K,-1.742391,-0.715252
2631,355-3-6,355,3,355-3,6,K,-1.239726,-0.715252
2632,355-3-7,355,3,355-3,7,K,-0.262891,-0.715252
2633,355-3-8,355,3,355-3,8,K,-0.894302,-0.601515
2634,356-2-1,356,2,356-2,1,N,-0.788212,-0.115995
2635,356-2-2,356,2,356-2,2,N,-2.296988,-0.057267
2636,356-2-3,356,2,356-2,3,N,-0.513669,-0.299226
2637,356-2-4,356,2,356-2,4,N,-0.68727,-0.222859
2638,356-2-5,356,2,356-2,5,N,-2.340395,0.124936
2639,356-2-6,356,2,356-2,6,N,-2.91452,0.013794
2640,357-1-1,357,1,357-1,1,N,0.802838,0.657106
2641,357-1-2,357,1,357-1,2,N,0.183734,0.555418
2642,357-1-3,357,1,357-1,3,N,0.382931,0.544042
2643,357-1-4,357,1,357-1,4,N,0.29199,0.519074
2644,357-1-5,357,1,357-1,5,N,0.164229,0.808098
2645,357-1-6,357,1,357-1,6,N,0.622244,0.615911
2646,357-2-1,357,2,357-2,1,N,0.129277,0.47241
2647,357-2-2,357,2,357-2,2,N,0.43444,0.760191
2648,357-2-3,357,2,357-2,3,N,0.051781,0.659662
2649,357-2-4,357,2,357-2,4,N,0.592794,0.519074
2650,357-2-5,357,2,357-2,5,N,0.622685,0.995018
2651,357-2-6,357,2,357-2,6,N,0.704691,0.925251
2652,357-4-1,357,4,357-4,1,N,-0.483403,0.881046
2653,357-4-2,357,4,357-4,2,N,-0.532705,0.766473
2654,357-4-3,357,4,357-4,3,N,0.560472,0.649813
2655,357-4-4,357,4,357-4,4,N,-0.410194,0.465218
2656,357-4-5,357,4,357-4,5,N,0.112414,0.557821
2657,357-4-6,357,4,357-4,6,N,-0.990411,0.564944
2658,358-1-1,358,1,358-1,1,N,0.378154,0.459047
2659,358-1-2,358,1,358-1,2,N,-0.205923,0.447564
2660,358-1-3,358,1,358-1,3,N,0.37907,0.427145
2661,358-1-4,358,1,358-1,4,N,0.249201,0.583304
2662,358-1-5,358,1,358-1,5,N,-0.101515,0.429998
2663,358-1-6,358,1,358-1,6,N,0.344428,0.391343
2664,358-3-1,358,3,358-3,1,N,0.714069,0.373864
2665,358-3-2,358,3,358-3,2,N,-0.005129,0.567127
2666,358-3-3,358,3,358-3,3,N,0.715346,0.37765
2667,358-3-4,358,3,358-3,4,N,0.815661,0.408286
2668,358-3-5,358,3,358-3,5,N,0.987543,0.363194
2669,358-3-6,358,3,358-3,6,N,1.058682,0.391343
2670,358-4-1,358,4,358-4,1,N,0.698924,0.390276
2671,358-4-2,358,4,358-4,2,N,0.357816,0.583304
2672,358-4-3,358,4,358-4,3,N,0.671166,0.397653
2673,358-4-4,358,4,358-4,4,N,0.638976,0.401148
2674,358-4-5,358,4,358-4,5,N,0.363113,0.3981
2675,358-4-6,358,4,358-4,6,N,-0.606012,0.436284
2676,391-1-1,391,1,391-1,1,N,0.444627,0.104378
2677,391-1-2,391,1,391-1,2,N,-2.268784,0.159308
2678,391-1-3,391,1,391-1,3,N,0.444627,0.067892
2679,391-1-4,391,1,391-1,4,N,0.444627,-0.056116
2680,391-1-5,391,1,391-1,5,N,0.444627,0.019865
2681,391-2-1,391,2,391-2,1,N,0.444627,-0.091518
2682,391-2-2,391,2,391-2,2,N,0.444627,0.006531
2683,391-2-3,391,2,391-2,3,N,-2.263023,0.185759
2684,391-2-4,391,2,391-2,4,N,0.444627,0.188132
2685,391-2-5,391,2,391-2,5,N,0.444627,0.463933
2686,391-3-1,391,3,391-3,1,N,0.444627,-0.048399
2687,391-3-2,391,3,391-3,2,N,0.444627,0.159308
2688,391-3-3,391,3,391-3,3,N,0.444627,0.185759
2689,391-3-4,391,3,391-3,4,N,0.444627,0.143448
2690,391-3-5,391,3,391-3,5,N,0.444627,0.562507
2691,392-1-1,392,1,392-1,1,N,0.444627,0.079772
2692,392-1-2,392,1,392-1,2,N,0.444627,-0.230198
2693,392-1-3,392,1,392-1,3,N,-2.719251,-0.174674
2694,392-1-4,392,1,392-1,4,N,0.444627,-0.021386
2695,392-1-5,392,1,392-1,5,N,-2.737156,0.1881
2696,392-3-1,392,3,392-3,1,N,0.444627,0.13042
2697,392-3-2,392,3,392-3,2,N,0.444627,-0.180029
2698,392-3-3,392,3,392-3,3,N,0.444627,-0.179726
2699,392-3-4,392,3,392-3,4,N,0.444627,-0.119097
2700,392-3-5,392,3,392-3,5,N,0.444627,-0.262356
2701,393-3-1,393,3,393-3,1,K,-0.686643,-0.091539
2702,393-3-2,393,3,393-3,2,K,-0.320127,-0.377663
2703,393-3-3,393,3,393-3,3,K,-0.283525,-0.334409
2704,393-3-4,393,3,393-3,4,K,0.611802,-0.334409
2705,393-3-5,393,3,393-3,5,K,-0.420356,-0.334409
2706,393-3-6,393,3,393-3,6,K,-0.346673,-0.385311
2707,393-3-7,393,3,393-3,7,K,0.334979,-0.334409
2708,393-3-8,393,3,393-3,8,K,-0.43506,-0.334409
2709,394-1-1,394,1,394-1,1,K,0.444627,-0.808604
2710,394-1-2,394,1,394-1,2,K,-0.860616,-0.921179
2711,394-1-3,394,1,394-1,3,K,-2.176683,-0.998161
2712,394-1-4,394,1,394-1,4,K,-1.916999,-1.048381
2713,394-1-5,394,1,394-1,5,K,-1.209682,-1.048381
2714,394-1-6,394,1,394-1,6,K,-0.818844,-1.113211
2715,394-1-7,394,1,394-1,7,K,-1.778484,-1.048381
2716,394-1-8,394,1,394-1,8,K,-0.719601,-1.048381
2717,394-2-1,394,2,394-2,1,K,0.444627,-0.707156
2718,394-2-2,394,2,394-2,2,K,-0.523347,-1.009733
2719,394-2-3,394,2,394-2,3,K,-0.942618,-1.062991
2720,394-2-4,394,2,394-2,4,K,-1.399289,-1.028962
2721,394-2-5,394,2,394-2,5,K,-1.136463,-1.028962
2722,394-2-6,394,2,394-2,6,K,-0.78714,-1.09546
2723,394-2-7,394,2,394-2,7,K,-1.632277,-1.028962
2724,394-2-8,394,2,394-2,8,K,-1.018029,-1.028962
2725,394-3-1,394,3,394-3,1,K,-1.42955,-0.707156
2726,394-3-2,394,3,394-3,2,K,0.444627,-0.948458
2727,394-3-3,394,3,394-3,3,K,-1.280834,-1.032829
2728,394-3-4,394,3,394-3,4,K,-0.888443,-1.028962
2729,394-3-5,394,3,394-3,5,K,-0.30207,-1.028962
2730,394-3-6,394,3,394-3,6,K,-0.214057,-1.044514
2731,394-3-7,394,3,394-3,7,K,-1.125174,-1.028962
2732,394-3-8,394,3,394-3,8,K,-0.943709,-1.028962
2733,395-1-1,395,1,395-1,1,N,1.35397,0.317632
2734,395-1-2,395,1,395-1,2,N,1.183986,0.829587
2735,395-1-3,395,1,395-1,3,N,1.532315,0.980466
2736,395-1-4,395,1,395-1,4,N,1.848634,0.941776
2737,395-1-5,395,1,395-1,5,N,1.814129,0.997484
2738,395-2-1,395,2,395-2,1,N,1.167696,0.291423
2739,395-2-2,395,2,395-2,2,N,1.212997,0.700039
2740,395-2-3,395,2,395-2,3,N,1.513602,0.809147
2741,395-2-4,395,2,395-2,4,N,1.470442,0.867046
2742,395-2-5,395,2,395-2,5,N,1.239998,0.983672
2743,396-2-1,396,2,396-2,1,N,0.72779,0.199591
2744,396-2-2,396,2,396-2,2,N,1.245147,0.677718
2745,396-2-3,396,2,396-2,3,N,1.440813,0.681125
2746,396-2-4,396,2,396-2,4,N,1.642927,0.697508
2747,396-2-5,396,2,396-2,5,N,1.363732,0.718325
2748,397-1-1,397,1,397-1,1,K,0.908116,0.863235
2749,397-1-2,397,1,397-1,2,K,1.110028,0.933228
2750,397-1-3,397,1,397-1,3,K,1.229069,1.071067
2751,397-1-4,397,1,397-1,4,K,1.052836,1.059292
2752,397-1-5,397,1,397-1,5,K,1.00857,1.071067
2753,397-1-6,397,1,397-1,6,K,1.10561,1.103537
2754,397-1-7,397,1,397-1,7,K,1.298691,1.078727
2755,397-1-8,397,1,397-1,8,K,1.428482,0.995657
2756,397-2-1,397,2,397-2,1,K,0.772837,0.836089
2757,397-2-2,397,2,397-2,2,K,1.017301,0.930269
2758,397-2-3,397,2,397-2,3,K,1.176072,1.071067
2759,397-2-4,397,2,397-2,4,K,0.872766,1.115635
2760,397-2-5,397,2,397-2,5,K,1.086673,1.071067
2761,397-2-6,397,2,397-2,6,K,0.816423,1.103537
2762,397-2-7,397,2,397-2,7,K,1.068934,1.078727
2763,397-2-8,397,2,397-2,8,K,1.306008,1.005961
2764,397-3-1,397,3,397-3,1,K,0.992651,0.761945
2765,397-3-2,397,3,397-3,2,K,0.981105,0.887577
2766,397-3-3,397,3,397-3,3,K,0.886215,1.010124
2767,397-3-4,397,3,397-3,4,K,1.187947,1.076957
2768,397-3-5,397,3,397-3,5,K,1.085652,1.010124
2769,397-3-6,397,3,397-3,6,K,1.150298,1.076957
2770,397-3-7,397,3,397-3,7,K,1.298741,1.027459
2771,397-3-8,397,3,397-3,8,K,1.568154,0.992612
2772,398-1-1,398,1,398-1,1,K,-0.476003,0.204337
2773,398-1-2,398,1,398-1,2,K,-0.560797,0.119847
2774,398-1-3,398,1,398-1,3,K,0.322865,0.024166
2775,398-1-4,398,1,398-1,4,K,-0.968398,0.168562
2776,398-1-5,398,1,398-1,5,K,-0.526686,0.024166
2777,398-1-6,398,1,398-1,6,K,-0.540802,0.168562
2778,398-1-7,398,1,398-1,7,K,-1.124069,0.176117
2779,398-1-8,398,1,398-1,8,K,0.369537,0.247143
2780,398-3-1,398,3,398-3,1,K,-0.044921,0.533931
2781,398-3-2,398,3,398-3,2,K,0.385464,0.560014
2782,398-3-3,398,3,398-3,3,K,0.91734,0.479603
2783,398-3-4,398,3,398-3,4,K,0.923471,0.429084
2784,398-3-5,398,3,398-3,5,K,0.140771,0.479603
2785,398-3-6,398,3,398-3,6,K,0.340061,0.451058
2786,398-3-7,398,3,398-3,7,K,-0.131319,0.585307
2787,398-3-8,398,3,398-3,8,K,0.646604,0.666316
2788,399-2-1,399,2,399-2,1,N,0.444627,-0.552429
2789,399-2-2,399,2,399-2,2,N,-1.066452,-0.552429
2790,399-2-3,399,2,399-2,3,N,-1.896023,-0.53918
2791,399-2-4,399,2,399-2,4,N,-0.272453,-0.53918
2792,399-2-5,399,2,399-2,5,N,-0.98701,-0.518611
2793,399-2-6,399,2,399-2,6,N,0.444627,-0.552429
2794,400-2-1,400,2,400-2,1,N,0.444627,-0.568371
2795,400-2-2,400,2,400-2,2,N,0.444627,-0.568371
2796,400-2-3,400,2,400-2,3,N,-1.922425,-0.568371
2797,400-2-4,400,2,400-2,4,N,0.444627,-0.568371
2798,400-2-5,400,2,400-2,5,N,-2.047032,-0.59086
2799,400-2-6,400,2,400-2,6,N,-1.586037,-0.568371
2800,400-3-1,400,3,400-3,1,N,0.444627,-0.568371
2801,400-3-2,400,3,400-3,2,N,-1.926124,-0.568371
2802,400-3-3,400,3,400-3,3,N,0.444627,-0.568371
2803,400-3-4,400,3,400-3,4,N,-1.650744,-0.568371
2804,400-3-5,400,3,400-3,5,N,0.444627,-0.59086
2805,400-3-6,400,3,400-3,6,N,-1.453505,-0.568371
2806,401-1-1,401,1,401-1,1,K,0.683109,0.645263
2807,401-1-2,401,1,401-1,2,K,0.783978,0.800268
2808,401-1-3,401,1,401-1,3,K,0.81463,0.800268
2809,401-1-4,401,1,401-1,4,K,1.19793,0.800268
2810,401-1-5,401,1,401-1,5,K,0.832413,0.800268
2811,401-1-6,401,1,401-1,6,K,0.608106,0.800268
2812,401-2-1,401,2,401-2,1,K,1.369931,0.645263
2813,401-2-2,401,2,401-2,2,K,0.958428,0.800268
2814,401-2-3,401,2,401-2,3,K,0.965392,0.800268
2815,401-2-4,401,2,401-2,4,K,0.944026,0.800268
2816,401-2-5,401,2,401-2,5,K,0.83544,0.762527
2817,401-2-6,401,2,401-2,6,K,0.754645,0.762527
2818,401-3-1,401,3,401-3,1,K,0.68427,0.645263
2819,401-3-2,401,3,401-3,2,K,0.301449,0.800268
2820,401-3-3,401,3,401-3,3,K,0.625283,0.800268
2821,401-3-4,401,3,401-3,4,K,0.954844,0.800268
2822,401-3-5,401,3,401-3,5,K,0.750248,0.762527
2823,401-3-6,401,3,401-3,6,K,0.696344,0.762527
2824,402-2-1,402,2,402-2,1,K,-0.359182,0.205406
2825,402-2-2,402,2,402-2,2,K,-0.517313,0.219139
2826,402-2-3,402,2,402-2,3,K,0.165387,-0.217754
2827,402-2-4,402,2,402-2,4,K,-0.012181,-0.245163
2828,402-2-5,402,2,402-2,5,K,0.01734,-0.271447
2829,402-2-6,402,2,402-2,6,K,0.451743,-0.271447
2830,402-3-1,402,3,402-3,1,K,-2.500475,0.213759
2831,402-3-2,402,3,402-3,2,K,-0.102089,0.213759
2832,402-3-3,402,3,402-3,3,K,0.316508,0.232258
2833,402-3-4,402,3,402-3,4,K,0.263759,-0.070585
2834,402-3-5,402,3,402-3,5,K,0.043541,-0.097994
2835,402-3-6,402,3,402-3,6,K,0.547823,-0.203809
2836,403-1-1,403,1,403-1,1,K,0.195542,0.258213
2837,403-1-2,403,1,403-1,2,K,0.487805,0.382017
2838,403-1-3,403,1,403-1,3,K,0.194588,0.331914
2839,403-1-4,403,1,403-1,4,K,0.423819,0.34422
2840,403-1-5,403,1,403-1,5,K,0.611876,0.34422
2841,403-1-6,403,1,403-1,6,K,0.738242,0.34422
2842,403-1-7,403,1,403-1,7,K,1.239978,0.221399
2843,403-1-8,403,1,403-1,8,K,0.787081,0.15562
2844,403-3-1,403,3,403-3,1,K,0.27651,-0.065938
2845,403-3-2,403,3,403-3,2,K,-0.219159,-0.067033
2846,403-3-3,403,3,403-3,3,K,0.218143,0.04707
2847,403-3-4,403,3,403-3,4,K,0.953427,0.173731
2848,403-3-5,403,3,403-3,5,K,1.176407,0.173731
2849,403-3-6,403,3,403-3,6,K,0.26768,0.173731
2850,403-3-7,403,3,403-3,7,K,0.624397,0.057974
2851,403-3-8,403,3,403-3,8,K,0.347535,0.021031
2852,404-2-1,404,2,404-2,1,N,0.214852,0.519037
2853,404-2-2,404,2,404-2,2,N,1.242797,1.267406
2854,404-2-3,404,2,404-2,3,N,1.447169,1.389792
2855,404-2-4,404,2,404-2,4,N,2.328429,1.339525
2856,404-2-5,404,2,404-2,5,N,1.780031,1.3619
2857,404-3-1,404,3,404-3,1,N,0.436141,0.512301
2858,404-3-2,404,3,404-3,2,N,0.943442,1.195934
2859,404-3-3,404,3,404-3,3,N,1.27129,1.289772
2860,404-3-4,404,3,404-3,4,N,1.768964,1.321016
2861,404-3-5,404,3,404-3,5,N,2.125205,1.3619
2862,404-4-1,404,4,404-4,1,N,0.044891,0.519037
2863,404-4-2,404,4,404-4,2,N,1.185004,1.284688
2864,404-4-3,404,4,404-4,3,N,1.999834,1.421916
2865,404-4-4,404,4,404-4,4,N,1.911577,1.354585
2866,404-4-5,404,4,404-4,5,N,1.914206,1.413678
2867,405-1-1,405,1,405-1,1,N,-0.352954,0.051036
2868,405-1-2,405,1,405-1,2,N,0.899925,0.401211
2869,405-1-3,405,1,405-1,3,N,0.703395,0.385582
2870,405-1-4,405,1,405-1,4,N,0.524213,0.42756
2871,405-1-5,405,1,405-1,5,N,1.00224,0.42756
2872,405-2-1,405,2,405-2,1,N,0.180361,-0.024677
2873,405-2-2,405,2,405-2,2,N,0.46831,0.312031
2874,405-2-3,405,2,405-2,3,N,0.860139,0.213845
2875,405-2-4,405,2,405-2,4,N,1.226394,0.250856
2876,405-2-5,405,2,405-2,5,N,0.186451,0.200419
2877,405-3-1,405,3,405-3,1,N,-0.712819,0.003738
2878,405-3-2,405,3,405-3,2,N,0.459543,0.213794
2879,405-3-3,405,3,405-3,3,N,0.592049,0.091336
2880,405-3-4,405,3,405-3,4,N,1.117374,0.103767
2881,405-3-5,405,3,405-3,5,N,1.168235,0.162861
2882,406-1-1,406,1,406-1,1,K,-1.371588,-0.379769
2883,406-1-2,406,1,406-1,2,K,-0.947353,-0.371161
2884,406-1-3,406,1,406-1,3,K,-0.038197,-0.744228
2885,406-1-4,406,1,406-1,4,K,0.10476,-0.701458
2886,406-1-5,406,1,406-1,5,K,-0.123004,-0.59006
2887,406-1-6,406,1,406-1,6,K,0.088671,-0.283009
2888,406-2-1,406,2,406-2,1,K,-0.616616,-0.455414
2889,406-2-2,406,2,406-2,2,K,-0.205582,-0.525774
2890,406-2-3,406,2,406-2,3,K,0.079972,-0.733857
2891,406-2-4,406,2,406-2,4,K,-0.934165,-0.768615
2892,406-2-5,406,2,406-2,5,K,-0.196274,-0.688582
2893,406-2-6,406,2,406-2,6,K,-0.469236,-0.482022
2894,407-1-1,407,1,407-1,1,K,0.444627,-0.21567
2895,407-1-2,407,1,407-1,2,K,0.444627,-0.115071
2896,407-1-3,407,1,407-1,3,K,0.444627,-0.083142
2897,407-1-4,407,1,407-1,4,K,0.444627,-0.158046
2898,407-1-5,407,1,407-1,5,K,0.444627,-0.171606
2899,407-1-6,407,1,407-1,6,K,0.444627,-0.186878
2900,407-2-1,407,2,407-2,1,K,-1.965932,-0.234838
2901,407-2-2,407,2,407-2,2,K,0.444627,-0.21379
2902,407-2-3,407,2,407-2,3,K,0.444627,-0.154095
2903,407-2-4,407,2,407-2,4,K,0.444627,-0.228251
2904,407-2-5,407,2,407-2,5,K,0.444627,-0.263969
2905,407-2-6,407,2,407-2,6,K,0.444627,-0.381226
2906,408-1-1,408,1,408-1,1,P,-2.653374,-0.91903
2907,408-1-2,408,1,408-1,2,P,0.444627,-0.91903
2908,408-1-3,408,1,408-1,3,P,0.444627,-0.91905
2909,408-1-4,408,1,408-1,4,P,0.444627,-0.675621
2910,408-1-5,408,1,408-1,5,P,-2.653755,-0.70138
2911,408-1-6,408,1,408-1,6,P,0.444627,-0.70138
2912,408-1-7,408,1,408-1,7,P,0.444627,-0.91905
2913,408-1-8,408,1,408-1,8,P,-2.574702,-0.70138
2914,408-1-9,408,1,408-1,9,P,-2.612183,-0.91903
2915,408-1-10,408,1,408-1,10,P,0.444627,-0.675621
2916,408-2-1,408,2,408-2,1,P,0.444627,-0.91903
2917,408-2-2,408,2,408-2,2,P,-2.456069,-0.91903
2918,408-2-3,408,2,408-2,3,P,-2.228737,-0.913141
2919,408-2-4,408,2,408-2,4,P,-2.554112,-0.765468
2920,408-2-5,408,2,408-2,5,P,-2.541492,-0.788958
2921,408-2-6,408,2,408-2,6,P,-2.1936,-0.788958
2922,408-2-7,408,2,408-2,7,P,-1.343359,-0.913141
2923,408-2-8,408,2,408-2,8,P,0.444627,-0.788958
2924,408-2-9,408,2,408-2,9,P,-1.799684,-0.91903
2925,408-2-10,408,2,408-2,10,P,0.444627,-0.765468
2926,408-3-1,408,3,408-3,1,P,0.444627,-0.91903
2927,408-3-2,408,3,408-3,2,P,-2.092537,-0.91903
2928,408-3-3,408,3,408-3,3,P,-1.219355,-0.913141
2929,408-3-4,408,3,408-3,4,P,0.444627,-0.87381
2930,408-3-5,408,3,408-3,5,P,0.444627,-0.788958
2931,408-3-6,408,3,408-3,6,P,0.444627,-0.788958
2932,408-3-7,408,3,408-3,7,P,0.444627,-0.913141
2933,408-3-8,408,3,408-3,8,P,-2.127357,-0.788958
2934,408-3-9,408,3,408-3,9,P,-2.5038,-0.91903
2935,408-3-10,408,3,408-3,10,P,0.444627,-0.87381
2936,409-1-1,409,1,409-1,1,P,-1.266437,-1.18875
2937,409-1-2,409,1,409-1,2,P,-1.374506,-1.18875
2938,409-1-3,409,1,409-1,3,P,-0.541209,-1.18875
2939,409-1-4,409,1,409-1,4,P,-1.158387,-1.231519
2940,409-1-5,409,1,409-1,5,P,-0.684015,-1.231519
2941,409-1-6,409,1,409-1,6,P,-0.915993,-1.231519
2942,409-1-7,409,1,409-1,7,P,-1.127427,-1.18875
2943,409-1-8,409,1,409-1,8,P,-1.609043,-1.231519
2944,409-1-9,409,1,409-1,9,P,-2.039173,-1.18875
2945,409-1-10,409,1,409-1,10,P,-1.813162,-1.231519
2946,409-2-1,409,2,409-2,1,P,-0.740159,-1.222265
2947,409-2-2,409,2,409-2,2,P,-1.49159,-1.222265
2948,409-2-3,409,2,409-2,3,P,-0.4592,-1.20382
2949,409-2-4,409,2,409-2,4,P,-1.262648,-1.20382
2950,409-2-5,409,2,409-2,5,P,-1.862211,-1.20382
2951,409-2-6,409,2,409-2,6,P,-1.552763,-1.20382
2952,409-2-7,409,2,409-2,7,P,-1.277765,-1.20382
2953,409-2-8,409,2,409-2,8,P,-0.503145,-1.20382
2954,409-2-9,409,2,409-2,9,P,-1.597724,-1.222265
2955,409-2-10,409,2,409-2,10,P,-0.862462,-1.20382
2956,410-1-1,410,1,410-1,1,P,0.000758,0.448277
2957,410-1-2,410,1,410-1,2,P,0.933748,0.448277
2958,410-1-3,410,1,410-1,3,P,1.194464,0.448277
2959,410-1-4,410,1,410-1,4,P,0.881284,0.453846
2960,410-1-5,410,1,410-1,5,P,0.879307,0.453846
2961,410-1-6,410,1,410-1,6,P,0.981178,0.453846
2962,410-1-7,410,1,410-1,7,P,-0.04475,0.448277
2963,410-1-8,410,1,410-1,8,P,0.503155,0.453846
2964,410-1-9,410,1,410-1,9,P,0.278652,0.448277
2965,410-1-10,410,1,410-1,10,P,0.709122,0.453846
2966,410-3-1,410,3,410-3,1,P,0.347131,0.413896
2967,410-3-2,410,3,410-3,2,P,0.719569,0.420475
2968,410-3-3,410,3,410-3,3,P,0.136757,0.472076
2969,410-3-4,410,3,410-3,4,P,0.400453,0.472076
2970,410-3-5,410,3,410-3,5,P,-0.362222,0.472076
2971,410-3-6,410,3,410-3,6,P,-0.243397,0.472076
2972,410-3-7,410,3,410-3,7,P,0.361626,0.472076
2973,410-3-8,410,3,410-3,8,P,0.452956,0.472076
2974,410-3-9,410,3,410-3,9,P,0.022187,0.420475
2975,410-3-10,410,3,410-3,10,P,0.818235,0.472076
2976,412-1-1,412,1,412-1,1,P,0.937572,0.627976
2977,412-1-2,412,1,412-1,2,P,-0.046515,0.588403
2978,412-1-3,412,1,412-1,3,P,0.365664,0.42809
2979,412-1-4,412,1,412-1,4,P,0.300804,0.42809
2980,412-1-5,412,1,412-1,5,P,0.53154,0.34923
2981,412-1-6,412,1,412-1,6,P,0.618181,0.34923
2982,412-1-7,412,1,412-1,7,P,0.750431,0.242014
2983,412-1-8,412,1,412-1,8,P,1.141443,0.111081
2984,412-1-9,412,1,412-1,9,P,-0.079371,0.42809
2985,412-3-1,412,3,412-3,1,P,1.092476,0.605228
2986,412-3-2,412,3,412-3,2,P,0.280283,0.583516
2987,412-3-3,412,3,412-3,3,P,0.481405,0.500887
2988,412-3-4,412,3,412-3,4,P,0.153303,0.500887
2989,412-3-5,412,3,412-3,5,P,0.316939,0.346741
2990,412-3-6,412,3,412-3,6,P,0.485463,0.346741
2991,412-3-7,412,3,412-3,7,P,0.318215,0.430526
2992,412-3-8,412,3,412-3,8,P,0.979556,0.111081
2993,412-3-9,412,3,412-3,9,P,0.444839,0.500887
2994,414-2-1,414,2,414-2,1,P,1.04858,1.382144
2995,414-2-2,414,2,414-2,2,P,1.695539,1.358135
2996,414-2-3,414,2,414-2,3,P,1.834286,1.444633
2997,414-2-4,414,2,414-2,4,P,1.682411,1.427364
2998,414-2-5,414,2,414-2,5,P,1.519539,1.435977
2999,414-2-6,414,2,414-2,6,P,1.274978,1.435977
3000,414-2-7,414,2,414-2,7,P,1.942948,1.361879
3001,414-2-8,414,2,414-2,8,P,1.668621,1.431278
3002,414-2-9,414,2,414-2,9,P,1.455871,1.427364
3003,414-3-1,414,3,414-3,1,P,1.162957,1.382144
3004,414-3-2,414,3,414-3,2,P,1.391455,1.358135
3005,414-3-3,414,3,414-3,3,P,1.398204,1.444633
3006,414-3-4,414,3,414-3,4,P,1.596509,1.427364
3007,414-3-5,414,3,414-3,5,P,1.221925,1.435977
3008,414-3-6,414,3,414-3,6,P,1.447998,1.435977
3009,414-3-7,414,3,414-3,7,P,1.73577,1.361879
3010,414-3-8,414,3,414-3,8,P,1.347597,1.431278
3011,414-3-9,414,3,414-3,9,P,1.541428,1.427364
3012,15005-2-1,15005,2,15005-2,1,N,-0.479924,-0.487372
3013,15005-2-2,15005,2,15005-2,2,N,0.087026,-0.487372
3014,15005-2-3,15005,2,15005-2,3,N,-0.125423,-0.556656
3015,15005-2-4,15005,2,15005-2,4,N,0.11681,-0.543416
3016,15006-1-1,15006,1,15006-1,1,N,-0.072996,-0.2047
3017,15006-1-2,15006,1,15006-1,2,N,-0.314044,-0.212147
3018,15006-1-3,15006,1,15006-1,3,N,-0.516356,-0.2047
3019,15006-1-4,15006,1,15006-1,4,N,-0.460849,-0.2047
3020,15006-2-1,15006,2,15006-2,1,N,-0.203911,-0.2047
3021,15006-2-2,15006,2,15006-2,2,N,-0.7214,-0.2047
3022,15006-2-3,15006,2,15006-2,3,N,-0.477537,-0.215211
3023,15006-2-4,15006,2,15006-2,4,N,-0.673044,-0.2047
3024,15007-1-2,15007,1,15007-1,2,N,1.515167,1.074827
3025,15007-1-3,15007,1,15007-1,3,N,1.141074,1.09518
3026,15007-1-4,15007,1,15007-1,4,N,1.273759,1.093292
3027,15007-1-5,15007,1,15007-1,5,N,1.350354,1.136655
3028,15007-1-6,15007,1,15007-1,6,N,1.457702,1.136655
3029,15007-2-1,15007,2,15007-2,1,N,1.841351,1.074827
3030,15007-2-2,15007,2,15007-2,2,N,1.332884,1.074827
3031,15007-2-3,15007,2,15007-2,3,N,1.498403,1.09518
